  1700    18   1.000000    0.00002
  1710    18   1.000000    0.00000
  1720    18   1.000000    0.00011
  1730    18   1.000000    0.00011
  1740    18   1.000000    0.00003
  1750    18   1.000000    0.00000
  1760    18   1.000000    0.00020
  1770    18   1.000000    0.00012
  1780    18   1.000000    0.00000
  1790    18   1.000000    0.00010
  1800    19   1.000000    0.00055
  1810    19   1.000000    0.00008
  1820    19   1.000000    0.00031
  1830    19   1.000000    0.00001
  1840    19   1.000000    0.00002
  1850    19   1.000000    0.00008
  1860    19   1.000000    0.00002
  1870    19   1.000000    0.00002
  1880    19   1.000000    0.00011
  1890    19   1.000000    0.00001
  1900    20   1.000000    0.00019
  1910    20   1.000000    0.00012
  1920    20   1.000000    0.00004
  1930    20   1.000000    0.00001
  1940    20   1.000000    0.00000
  1950    20   1.000000    0.00002
  1960    20   1.000000    0.00003
  1970    20   1.000000    0.00137
  1980    20   1.000000    0.00017
  1990    20   1.000000    0.00003
