     0     1   0.266667   72.90981
     1     1   0.666667   22.65554
     2     1   0.633333   47.40229
     3     1   0.800000   15.86814
     4     1   0.900000   12.62920
     5     1   0.933333    7.19608
     6     1   0.900000   12.62339
     7     1   0.866667   17.48640
     8     1   0.933333    5.44143
     9     1   1.000000    0.60046
    10     1   1.000000    0.91290
    20     1   1.000000    0.17186
    30     1   1.000000    0.03550
    40     1   1.000000    0.07819
    50     1   1.000000    0.00055
    60     1   1.000000    0.00033
    70     1   1.000000    0.00005
    80     1   1.000000    0.00021
    90     1   1.000000    0.00388
   100     2   1.000000    0.65256
   110     2   1.000000    0.00216
   120     2   1.000000    0.00032
   130     2   1.000000    0.05245
   140     2   1.000000    0.00025
   150     2   1.000000    0.60431
   160     2   1.000000    0.00003
   170     2   1.000000    0.00005
   180     2   1.000000    0.00013
   190     2   1.000000    0.00100
   200     3   1.000000    0.00294
   210     3   1.000000    0.00070
   220     3   1.000000    0.00002
   230     3   1.000000    0.00005
   240     3   1.000000    0.00666
   250     3   1.000000    0.00027
   260     3   1.000000    0.00009
   270     3   1.000000    0.00013
   280     3   1.000000    0.00015
   290     3   1.000000    0.00574
   300     4   1.000000    0.00017
   310     4   1.000000    0.00032
   320     4   1.000000    0.60687
   330     4   1.000000    0.00022
   340     4   1.000000    0.00405
   350     4   1.000000    0.00028
   360     4   1.000000    0.00000
   370     4   1.000000    0.00005
   380     4   1.000000    0.00025
   390     4   1.000000    0.00103
   400     5   1.000000    0.00022
   410     5   1.000000    0.00002
   420     5   1.000000    0.00002
   430     5   1.000000    0.00082
   440     5   1.000000    0.00031
   450     5   1.000000    0.00208
   460     5   1.000000    0.00009
   470     5   1.000000    0.00001
   480     5   1.000000    0.00002
   490     5   1.000000    0.00030
   500     6   1.000000    0.00012
   510     6   1.000000    0.00013
   520     6   1.000000    0.00049
   530     6   1.000000    0.00003
   540     6   1.000000    0.00016
   550     6   1.000000    0.01545
   560     6   1.000000    0.00004
   570     6   1.000000    0.00028
   580     6   1.000000    0.00017
   590     6   1.000000    0.00002
   600     7   1.000000    0.00005
   610     7   1.000000    0.00028
   620     7   1.000000    0.00019
   630     7   1.000000    0.00020
   640     7   1.000000    0.00032
   650     7   1.000000    0.00000
   660     7   1.000000    0.00014
   670     7   1.000000    0.00006
   680     7   1.000000    0.00032
   690     7   1.000000    0.00004
   700     8   1.000000    0.00421
   710     8   1.000000    0.00003
   720     8   1.000000    0.00001
   730     8   1.000000    0.00008
   740     8   1.000000    0.00041
   750     8   1.000000    0.00001
   760     8   1.000000    0.00014
   770     8   1.000000    0.00024
   780     8   1.000000    0.00003
   790     8   1.000000    0.00014
   800     9   1.000000    0.00000
   810     9   1.000000    0.00000
   820     9   1.000000    0.00001
   830     9   1.000000    0.00001
   840     9   1.000000    0.00013
   850     9   1.000000    0.00028
   860     9   1.000000    0.00083
   870     9   1.000000    0.00019
   880     9   1.000000    0.00001
   890     9   1.000000    0.00000
   900    10   1.000000    0.00002
   910    10   1.000000    0.01754
   920    10   1.000000    0.00002
   930    10   1.000000    0.00001
   940    10   1.000000    0.00005
   950    10   1.000000    0.00001
   960    10   1.000000    0.00020
   970    10   1.000000    0.00005
   980    10   1.000000    0.00013
   990    10   1.000000    0.00003
  1000    11   1.000000    0.00015
  1010    11   1.000000    0.00051
  1020    11   1.000000    0.00025
  1030    11   1.000000    0.00009
  1040    11   1.000000    0.00000
  1050    11   1.000000    0.00037
  1060    11   1.000000    0.00001
  1070    11   1.000000    0.00003
  1080    11   1.000000    0.00006
  1090    11   1.000000    0.00004
  1100    12   1.000000    0.00008
  1110    12   1.000000    0.00060
  1120    12   1.000000    0.00045
  1130    12   1.000000    0.00004
  1140    12   1.000000    0.00001
  1150    12   1.000000    0.00002
  1160    12   1.000000    0.00762
  1170    12   1.000000    0.00021
  1180    12   1.000000    0.00000
  1190    12   1.000000    0.00006
  1200    13   1.000000    0.00001
  1210    13   1.000000    0.00000
  1220    13   1.000000    0.00000
  1230    13   1.000000    0.00016
  1240    13   1.000000    0.00117
  1250    13   1.000000    0.00003
  1260    13   1.000000    0.00003
  1270    13   1.000000    0.00001
  1280    13   1.000000    0.00037
  1290    13   1.000000    0.00010
  1300    14   1.000000    0.00000
  1310    14   1.000000    0.00004
  1320    14   1.000000    0.00003
  1330    14   1.000000    0.00008
  1340    14   1.000000    0.00022
  1350    14   1.000000    0.00014
  1360    14   1.000000    0.00003
  1370    14   1.000000    0.00191
  1380    14   1.000000    0.00009
  1390    14   1.000000    0.00009
  1400    15   1.000000    0.00001
  1410    15   1.000000    0.00002
  1420    15   1.000000    0.00011
  1430    15   1.000000    0.00187
  1440    15   1.000000    0.00002
  1450    15   1.000000    0.00003
  1460    15   1.000000    0.00007
  1470    15   1.000000    0.00001
  1480    15   1.000000    0.00000
  1490    15   1.000000    0.00006
  1500    16   1.000000    0.00000
  1510    16   1.000000    0.00002
  1520    16   1.000000    0.00001
  1530    16   1.000000    0.00000
  1540    16   1.000000    0.00008
  1550    16   1.000000    0.00001
  1560    16   1.000000    0.00010
  1570    16   1.000000    0.00005
  1580    16   1.000000    0.00014
  1590    16   1.000000    0.00008
  1600    17   1.000000    0.00007
  1610    17   1.000000    0.00001
  1620    17   1.000000    0.00000
  1630    17   1.000000    0.00001
  1640    17   1.000000    0.00001
  1650    17   1.000000    0.00003
  1660    17   1.000000    0.00022
  1670    17   1.000000    0.00000
  1680    17   1.000000    0.00019
  1690    17   1.000000    0.00000
